1	1	24	-1	7.76	
1	16	24	-1	4.90	
1	31	24	-1	4.56	
1	46	24	-1	3.62	
1	61	24	-1	3.27	
1	76	24	-1	1.93	
1	91	24	-1	2.60	
1	106	24	-1	3.51	
1	121	24	-1	5.60	
1	136	24	-1	6.14	
1	151	24	-1	6.46	
1	166	24	-1	3.87	
1	181	24	-1	3.67	
1	196	24	-1	1.53	
1	211	24	-1	3.24	
1	226	24	-1	3.51	
1	241	24	-1	3.80	
1	256	24	-1	0.83	
1	271	24	-1	1.86	
16	1	24	-1	9.19	
16	16	24	-1	2.57	
16	31	24	-1	3.33	
16	46	24	-1	4.33	
16	61	24	-1	6.86	
16	76	24	-1	1.25	
16	91	24	-1	2.71	
16	106	24	-1	4.87	
16	121	24	-1	4.27	
16	136	24	-1	4.58	
16	151	24	-1	6.18	
16	166	24	-1	7.53	
16	181	24	-1	6.65	
16	196	24	-1	8.16	
16	211	24	-1	3.70	
16	226	24	-1	5.77	
16	241	24	-1	1.28	
16	256	24	-1	3.52	
16	271	24	-1	2.93	
31	1	24	-1	5.13	
31	16	24	-1	6.98	
31	31	24	-1	6.35	
31	46	24	-1	2.87	
31	61	24	-1	2.36	
31	76	24	-1	4.60	
31	91	24	-1	4.36	
31	106	24	-1	6.94	
31	121	24	-1	9.38	
31	136	24	-1	10.93	
31	151	24	-1	11.34	
31	166	24	-1	11.30	
31	181	24	-1	10.89	
31	196	24	-1	6.82	
31	211	24	-1	2.79	
31	226	24	-1	8.35	
31	241	24	-1	2.88	
31	256	24	-1	0.77	
31	271	24	-1	1.26	
46	1	24	-1	5.16	
46	16	24	-1	2.53	
46	31	24	-1	6.16	
46	46	24	-1	4.90	
46	61	24	-1	7.09	
46	76	24	-1	4.08	
46	91	24	-1	5.44	
46	106	24	-1	8.36	
46	121	24	-1	4.40	
46	136	24	-1	5.34	
46	151	24	-1	5.56	
46	166	24	-1	8.74	
46	181	24	-1	9.44	
46	196	24	-1	7.82	
46	211	24	-1	5.60	
46	226	24	-1	5.53	
46	241	24	-1	0.99	
46	256	24	-1	3.06	
46	271	24	-1	4.73	
61	1	24	-1	2.60	
61	16	24	-1	9.36	
61	31	24	-1	3.73	
61	46	24	-1	7.49	
61	61	24	-1	6.57	
61	76	24	-1	5.25	
61	91	24	-1	4.41	
61	106	24	-1	4.85	
61	121	24	-1	3.98	
61	136	24	-1	7.00	
61	151	24	-1	6.10	
61	166	24	-1	5.21	
61	181	24	-1	9.86	
61	196	24	-1	9.32	
61	211	24	-1	3.14	
61	226	24	-1	6.15	
61	241	24	-1	2.83	
61	256	24	-1	6.46	
61	271	24	-1	2.41	
76	1	24	-1	4.67	
76	16	24	-1	7.60	
76	31	24	-1	2.06	
76	46	24	-1	3.32	
76	61	24	-1	8.33	
76	76	24	-1	1.98	
76	91	24	-1	6.24	
76	106	24	-1	2.77	
76	121	24	-1	9.51	
76	136	24	-1	6.17	
76	151	24	-1	9.70	
76	166	24	-1	7.94	
76	181	24	-1	5.01	
76	196	24	-1	8.93	
76	211	24	-1	1.03	
76	226	24	-1	5.05	
76	241	24	-1	5.95	
76	256	24	-1	8.42	
76	271	24	-1	1.36	
91	1	24	-1	8.05	
91	16	24	-1	4.47	
91	31	24	-1	8.06	
91	46	24	-1	6.80	
91	61	24	-1	7.03	
91	76	24	-1	9.16	
91	91	24	-1	7.12	
91	106	24	-1	2.34	
91	121	24	-1	5.23	
91	136	24	-1	6.34	
91	151	24	-1	7.72	
91	166	24	-1	10.65	
91	181	24	-1	5.70	
91	196	24	-1	9.16	
91	211	24	-1	2.91	
91	226	24	-1	7.58	
91	241	24	-1	4.20	
91	256	24	-1	3.33	
91	271	24	-1	2.02	
106	1	24	-1	7.79	
106	16	24	-1	4.60	
106	31	24	-1	7.94	
106	46	24	-1	9.03	
106	61	24	-1	4.79	
106	76	24	-1	10.20	
106	91	24	-1	3.34	
106	106	24	-1	5.30	
106	121	24	-1	2.82	
106	136	24	-1	9.30	
106	151	24	-1	5.72	
106	166	24	-1	9.44	
106	181	24	-1	8.51	
106	196	24	-1	10.46	
106	211	24	-1	5.12	
106	226	24	-1	9.05	
106	241	24	-1	1.26	
106	256	24	-1	4.86	
106	271	24	-1	0.86	
121	1	24	-1	10.03	
121	16	24	-1	5.26	
121	31	24	-1	12.45	
121	46	24	-1	9.23	
121	61	24	-1	9.00	
121	76	24	-1	9.05	
121	91	24	-1	7.97	
121	106	24	-1	4.73	
121	121	24	1	0.58	
121	136	24	-1	6.75	
121	151	24	-1	7.73	
121	166	24	-1	8.47	
121	181	24	-1	5.63	
121	196	24	-1	11.71	
121	211	24	-1	4.30	
121	226	24	-1	8.96	
121	241	24	-1	1.12	
121	256	24	-1	5.95	
121	271	24	-1	1.00	
136	1	24	-1	6.41	
136	16	24	-1	9.42	
136	31	24	-1	3.05	
136	46	24	-1	7.51	
136	61	24	-1	10.16	
136	76	24	-1	7.57	
136	91	24	-1	10.58	
136	106	24	-1	1.85	
136	121	24	-1	8.17	
136	136	24	-1	7.80	
136	151	24	-1	5.80	
136	166	24	-1	2.40	
136	181	24	-1	4.35	
136	196	24	-1	11.11	
136	211	24	-1	4.87	
136	226	24	-1	5.01	
136	241	24	-1	0.85	
136	256	24	-1	6.26	
136	271	24	-1	2.68	
151	1	24	-1	3.16	
151	16	24	-1	9.38	
151	31	24	-1	7.95	
151	46	24	-1	9.52	
151	61	24	-1	8.12	
151	76	24	-1	8.21	
151	91	24	-1	8.12	
151	106	24	-1	10.08	
151	121	24	-1	8.92	
151	136	24	-1	8.97	
151	151	24	-1	9.97	
151	166	24	-1	9.94	
151	181	24	-1	6.12	
151	196	24	-1	9.82	
151	211	24	-1	6.27	
151	226	24	-1	2.61	
151	241	24	-1	2.49	
151	256	24	-1	8.93	
151	271	24	-1	3.26	
166	1	24	-1	11.37	
166	16	24	-1	9.09	
166	31	24	-1	9.30	
166	46	24	-1	7.72	
166	61	24	-1	8.95	
166	76	24	-1	8.15	
166	91	24	-1	8.27	
166	106	24	-1	8.69	
166	121	24	-1	9.29	
166	136	24	-1	9.44	
166	151	24	-1	9.18	
166	166	24	-1	8.61	
166	181	24	-1	5.09	
166	196	24	-1	6.53	
166	211	24	-1	7.04	
166	226	24	-1	4.82	
166	241	24	-1	0.98	
166	256	24	-1	10.54	
166	271	24	-1	1.93	
181	1	24	-1	6.82	
181	16	24	-1	6.51	
181	31	24	-1	7.65	
181	46	24	-1	7.64	
181	61	24	-1	7.36	
181	76	24	-1	6.44	
181	91	24	-1	6.99	
181	106	24	-1	6.57	
181	121	24	-1	8.36	
181	136	24	-1	7.11	
181	151	24	-1	9.19	
181	166	24	-1	8.32	
181	181	24	-1	6.52	
181	196	24	-1	4.92	
181	211	24	-1	3.77	
181	226	24	-1	2.94	
181	241	24	-1	1.25	
181	256	24	-1	3.94	
181	271	24	-1	7.06	
196	1	24	-1	5.11	
196	16	24	-1	6.15	
196	31	24	-1	5.38	
196	46	24	-1	6.25	
196	61	24	-1	8.59	
196	76	24	-1	4.41	
196	91	24	-1	7.03	
196	106	24	-1	8.80	
196	121	24	-1	10.24	
196	136	24	-1	9.09	
196	151	24	-1	8.94	
196	166	24	-1	10.11	
196	181	24	-1	10.34	
196	196	24	-1	7.34	
196	211	24	-1	5.55	
196	226	24	-1	1.21	
196	241	24	-1	3.49	
196	256	24	-1	3.53	
196	271	24	-1	9.71	
211	1	24	-1	5.74	
211	16	24	-1	6.18	
211	31	24	-1	5.33	
211	46	24	-1	4.80	
211	61	24	-1	3.56	
211	76	24	-1	6.32	
211	91	24	-1	2.92	
211	106	24	-1	7.05	
211	121	24	-1	8.94	
211	136	24	-1	8.21	
211	151	24	-1	7.45	
211	166	24	-1	8.39	
211	181	24	-1	8.82	
211	196	24	-1	5.32	
211	211	24	-1	5.92	
211	226	24	-1	2.23	
211	241	24	-1	0.40	
211	256	24	-1	3.70	
211	271	24	-1	8.00	
226	1	24	-1	7.97	
226	16	24	-1	7.48	
226	31	24	-1	6.81	
226	46	24	-1	4.50	
226	61	24	-1	4.82	
226	76	24	-1	3.61	
226	91	24	-1	4.42	
226	106	24	-1	7.05	
226	121	24	-1	5.72	
226	136	24	-1	5.63	
226	151	24	-1	5.95	
226	166	24	-1	1.69	
226	181	24	-1	6.64	
226	196	24	-1	5.68	
226	211	24	-1	5.07	
226	226	24	1	0.43	
226	241	24	-1	2.77	
226	256	24	-1	1.11	
226	271	24	-1	3.54	
241	1	24	-1	4.16	
241	16	24	-1	3.65	
241	31	24	-1	1.73	
241	46	24	-1	7.44	
241	61	24	-1	8.76	
241	76	24	-1	5.08	
241	91	24	-1	6.96	
241	106	24	-1	8.73	
241	121	24	-1	3.90	
241	136	24	-1	6.05	
241	151	24	-1	4.02	
241	166	24	-1	4.50	
241	181	24	-1	2.02	
241	196	24	-1	9.85	
241	211	24	-1	2.11	
241	226	24	-1	2.67	
241	241	24	-1	3.76	
241	256	24	-1	1.30	
241	271	24	-1	3.50	
256	1	24	-1	6.00	
256	16	24	-1	5.92	
256	31	24	-1	6.41	
256	46	24	-1	7.52	
256	61	24	-1	8.45	
256	76	24	-1	5.65	
256	91	24	-1	6.92	
256	106	24	-1	6.62	
256	121	24	-1	6.97	
256	136	24	-1	5.75	
256	151	24	-1	6.08	
256	166	24	-1	3.01	
256	181	24	-1	1.21	
256	196	24	-1	9.99	
256	211	24	-1	4.03	
256	226	24	1	0.13	
256	241	24	-1	2.59	
256	256	24	-1	2.41	
256	271	24	-1	3.57	
271	1	24	-1	3.75	
271	16	24	-1	1.03	
271	31	24	-1	7.52	
271	46	24	-1	7.34	
271	61	24	-1	6.51	
271	76	24	-1	5.08	
271	91	24	-1	5.61	
271	106	24	-1	7.46	
271	121	24	-1	4.74	
271	136	24	-1	2.40	
271	151	24	-1	5.20	
271	166	24	-1	5.34	
271	181	24	1	0.20	
271	196	24	-1	7.61	
271	211	24	-1	2.72	
271	226	24	-1	2.53	
271	241	24	-1	5.77	
271	256	24	-1	5.28	
271	271	24	-1	5.16	
286	1	24	-1	6.98	
286	16	24	-1	2.60	
286	31	24	-1	7.77	
286	46	24	-1	7.25	
286	61	24	-1	7.88	
286	76	24	-1	4.24	
286	91	24	-1	5.74	
286	106	24	-1	4.41	
286	121	24	-1	1.33	
286	136	24	-1	6.69	
286	151	24	-1	4.30	
286	166	24	-1	3.88	
286	181	24	-1	3.14	
286	196	24	-1	2.78	
286	211	24	-1	7.89	
286	226	24	-1	1.59	
286	241	24	-1	7.35	
286	256	24	-1	0.97	
286	271	24	-1	5.13	
301	1	24	-1	4.01	
301	16	24	-1	5.95	
301	31	24	-1	6.69	
